level,hanzi,pinyin,meaning
5,谢谢,xièxie,ありがとう
5,星期,xīngqī,週、曜日
5,学生,xuésheng,学生
5,学習,xuéxí,勉強する
5,学校,xuéxiào,学校
5,一,yī,1
5,一点儿,yìdiǎnr,少し
5,衣服,yīfu,服
5,医生,yīshēng,医者
5,医院,yīyuàn,病院
5,椅子,yǐzi,椅子
5,有,yǒu,ある、持っている
5,月,yuè,月
5,在,zài,〜にいる、〜にある
5,再见,zàijiàn,さようなら
5,怎么,zěnme,どうやって、どのように
5,怎么样,zěnmeyàng,どうですか
5,这,zhè,これ、ここ
5,中国,Zhōngguó,中国
5,中午,zhōngwǔ,お昼
5,住,zhù,住む
5,桌子,zhuōzi,机
5,字,zì,文字
5,昨天,zuótiān,昨日
5,坐,zuò,座る
5,做,zuò,する、作る
5,哎,āi,(驚き・不満)
5,哎呀,āiyā,おや、まあ
5,挨,ái,受ける、被る
5,癌症,áizhèng,癌
5,爱护,àihù,大切にする
5,爱惜,àixī,惜しむ、愛護する
5,爱心,àixīn,愛の心
5,安慰,ānwèi,慰める
5,安装,ānzhuāng,据え付ける
5,岸,àn,岸
5,暗,àn,暗い
5,案件,ànjiàn,案件、事件
5,案例,ànlì,事例
5,暗示,ànshì,暗示する
5,昂贵,ángguì,高価な
5,凹凸,āotū,凹凸
5,熬,áo,煮込む、耐える
5,把握,bǎwò,把握する
5,罢工,bà gōng,ストライキ
5,霸道,bàdào,横暴な
5,掰,bāi,(手で)分ける
5,白,bái,白い
5,摆,bǎi,並べる
5,摆脱,bǎituō,抜け出す
5,败坏,bàihuài,台無しにする
5,拜访,bàifǎng,訪問する
5,拜年,bài nián,新年の挨拶をする
5,拜托,bàituō,お願いする
5,颁布,bānbù,公布する
5,颁发,bānfā,授与する
5,斑,bān,斑点
5,版本,bǎnběn,バージョン
5,半途而废,bàntú ér fèi,中途半端に終わる
5,伴侣,bànlǚ,伴侶
5,伴随,bànsuí,伴う
5,绑架,bǎngjià,誘拐する
5,榜样,bǎngyàng,手本
5,磅,bàng,ポンド
5,棒,bàng,素晴らしい
5,包含,bāohán,含む
5,包装,bāozhuāng,包装
5,饱和,bǎohé,飽和
5,保管,bǎoguǎn,保管する
5,保密,bǎo mì,秘密にする
5,保守,bǎoshǒu,保守的な
5,保卫,bǎowèi,守る
5,保养,bǎoyǎng,メンテナンス
5,保障,bǎozhàng,保障する
5,保重,bǎozhòng,自愛する
5,抱负,bàofù,抱負
5,抱怨,bàoyuàn,不平を言う
5,报仇,bào chóu,復讐する
5,报酬,bàochou,報酬
5,报答,bàodá,報いる
5,报到,bào dào,到着を知らせる
5,报复,bàofù,報復する
5,报警,bào jǐng,通報する
5,报刊,bàokān,新聞・雑誌
5,报告,bàogào,報告
5,报社,bàoshè,新聞社
5,报销,bàoxiāo,精算する
5,爆发,bàofā,勃発する
5,爆炸,bàozhà,爆発する
5,卑鄙,bēibǐ,卑劣な
5,悲哀,bēi'āi,悲しい
5,悲惨,bēicǎn,悲惨な
5,悲观,bēiguān,悲観的な
5,辈子,bèizi,一生
5,备份,bèifèn,バックアップ
5,备注,bèizhù,備考
5,背叛,bèipàn,裏切る
5,背诵,bèisòng,暗唱する
5,被告,bèigào,被告
5,奔跑,bēnpǎo,走り回る
5,本能,běnnéng,本能
5,本钱,běnqián,元手
5,本人,běnrén,本人
5,本身,běnshēn,それ自体
5,本事,běnshi,腕前
5,笨拙,bènzhuō,不器用な
5,崩溃,bēngkuì,崩壊する
5,绷,bēng,ピンと張る
5,甭,béng,〜する必要はない
5,蹦,bèng,跳ねる
5,逼,bī,強いる
5,鼻涕,bítì,鼻水
5,比方,bǐfang,例え
5,比例,bǐlì,比例
5,彼此,bǐcǐ,互いに
5,必定,bìdìng,必ず
5,必然,bìrán,必然的な
5,必需,bìxū,必需の
5,毕竟,bìjìng,結局のところ
5,避免,bìmiǎn,避ける
5,鞭策,biāncè,鞭撻する
5,鞭炮,biānpào,爆竹
5,贬低,biǎndī,けなす
5,贬义,biǎnyì,卑しめる意味
5,扁,biǎn,平たい
5,编,biān,編む、編集する
5,编写,biānxiě,執筆する
5,编织,biānzhī,編む
5,辩解,biànjiě,弁解する
5,辩论,biànlùn,討論する
5,辩证,biànzhèng,弁証法的な
5,变故,biàngù,異変
5,变换,biànhuàn,変換する
5,变迁,biànqiān,変遷
5,变质,biàn zhì,変質する
5,便利,biànlì,便利な
5,便条,biàntiáo,メモ
5,便于,biànyú,〜しやすい
5,遍布,biànbù,広まる
5,辨认,biànrèn,見分ける
5,标本,biāoběn,標本
5,标记,biāojì,マーク
5,标题,biāotí,タイトル
5,标志,biāozhì,シンボル
5,表决,biǎojué,表決する
5,表态,biǎotài,態度を表明する
5,表彰,biǎozhāng,表彰する
5,憋,biē,我慢する
5,别墅,biéshù,別荘
5,别致,biézhì,ユニークな
5,蹩脚,biéjiǎo,下手な
5,彬彬有礼,bīnbīn yǒu lǐ,礼儀正しい
5,滨临,bīnlín,面している
5,冰雹,bīngbáo,雹
5,并非,bìngfēi,決して〜ではない
5,并列,bìngliè,並列する
5,拨,bō,回す、掛ける
5,播放,bōfàng,放送する
5,播种,bōzhòng,種をまく
5,波浪,bōlàng,波
5,波涛,bōtāo,大波
5,剥削,bōxuē,搾取する
5,博物馆,bówùguǎn,博物館
5,脖子,bózi,首
5,勃勃,bóbó,はつらつとした
5,捕捉,bǔzhuō,捕らえる
5,捕捞,bǔlāo,漁獲する
5,哺育,bǔyù,育てる
5,不顾,búgù,顧みない
5,不禁,bùjīn,思わず
5,不免,bùmiǎn,免れない
5,不时,bùshí,時々
5,不惜,bùxī,惜しまない
5,不相上下,bù xiāng shàng xià,互角だ
5,不像话,bú xiànghuà,話にならない
5,不言而喻,bù yán ér yù,言うまでもない
5,不由得,bùyóudé,思わず
5,不择手段,bù zé shǒu duàn,手段を選ばない
5,布置,bùzhì,配置する
5,步骤,bùzhòu,ステップ
5,部署,bùshǔ,部署
5,部位,bùwèi,部位
5,部落,bùluò,部族
5,策略,cèlüè,策略
5,策划,cèhuà,企画する
5,测量,cèliáng,測定する
5,曾,céng,かつて
5,曾经,céngjīng,かつて
5,叉,chā,フォーク
5,差距,chājù,格差
5,插,chā,差し込む
5,查,chá,調べる
5,察言观色,chá yán guān sè,顔色をうかがう
5,刹那,chànà,刹那
5,诧异,chàyì,怪しむ
5,拆,chāi,取り壊す
5,搀,chān,助ける
5,馋,chán,食いしん坊な
5,缠绕,chánrào,巻き付く
5,产业,chǎnyè,産業
5,阐述,chǎnshù,詳説する
5,颤抖,chàndǒu,震える
5,猖狂,chāngkuáng,荒れ狂う
5,昌盛,chāngshèng,繁栄した
5,场所,chǎngsuǒ,場所
5,尝试,chángshì,試みる
5,常识,chángshí,常識
5,敞开,chǎngkāi,開け放つ
5,畅谈,chàngtán,歓談する
5,畅通,chàngtōng,スムーズな
5,畅销,chàngxiāo,売れ行きの良い
5,倡导,chàngdǎo,提唱する
5,倡议,chàngyì,提案する
5,钞票,chāopiào,紙幣
5,超级,chāojí,スーパー
5,超越,chāoyuè,超越する
5,抄袭,chāoxí,盗作する
5,朝代,cháodài,王朝
5,潮流,cháoliú,潮流
5,撤退,chètuì,撤退する
5,撤销,chèxiāo,取り消す
5,尘埃,chén'āi,塵
5,沉淀,chéndiàn,沈殿する
5,沉浸,chénjìn,浸る
5,沉闷,chénmèn,気が重い
5,沉思,chénsī,沈思する
5,沉重,chénzhòng,重苦しい
5,陈列,chénliè,陳列する
5,陈述,chénshù,述べる
5,称心如意,chèn xīn rú yì,意にかなう
5,称号,chēnghào,称号
5,成本,chéngběn,コスト
5,成交,chéngjiāo,成約する
5,承诺,chéngnuò,約束する
5,澄清,chéngqīng,はっきりさせる
5,橙,chéng,オレンジ
5,惩罚,chéngfá,罰する
5,诚挚,chéngzhì,誠実な
5,衬托,chèntuō,引き立てる
5,呈,chéng,呈する
5,成果,chéngguǒ,成果
5,成效,chéngxiào,効果
5,成语,chéngyǔ,成語
5,成员,chéngyuán,メンバー
5,承办,chéngbàn,請け負う
5,承包,chéngbāo,請負
5,承担,chéngdān,負担する
5,承认,chéngrèn,認める
5,承受,chéngshòu,耐える
5,秤,chèng,はかり
5,吃亏,chī kuī,損をする
5,吃力,chīlì,骨が折れる
5,迟疑,chíyí,ためらう
5,持之以恒,chí zhī yǐ héng,継続は力なり
5,赤字,chìzì,赤字
5,崇拜,chóngbài,崇拝する
5,充当,chōngdāng,充てる
5,充沛,chōngpèi,旺盛な
5,充实,chōngshí,充実した
5,充足,chōngzú,十分な
5,崇高,chónggāo,崇高な
5,重叠,chóngdié,重なる
5,宠物,chǒngwù,ペット
5,抽空,chōu kòng,暇を作る
5,筹备,chóubèi,準備する
5,储备,chǔbèi,備蓄する
5,储蓄,chǔxù,貯蓄する
5,处分,chǔfèn,処分する
5,处境,chǔjìng,境遇
5,处事,chǔshì,世渡りする
5,处置,chǔzhì,処置する
5,触犯,chùfàn,抵触する
5,川流不息,chuān liú bù xī,絶え間ない
5,传达,chuándá,伝達する
5,传递,chuándì,伝える
5,传单,chuándān,チラシ
5,传授,chuánshòu,授ける
5,船舶,chuánbó,船舶
5,喘气,chuǎn qì,息を切らす
5,串,chuàn,串
5,窗口,chuāngkǒu,窓口
5,闯,chuǎng,突進する
5,吹捧,chuīpěng,おだてる
5,吹牛,chuī niú,ほらを吹く
5,垂直,chuízhí,垂直な
5,锤,chuí,ハンマー
5,纯洁,chúnjié,純潔な
5,纯粹,chúncuì,純粋な
5,慈祥,cíxiáng,慈しみ深い
5,磁带,cídài,テープ
5,刺激,cìjī,刺激する
5,次序,cìxù,順序
5,丛,cóng,茂み
5,凑合,còuhe,なんとかする
5,粗鲁,cūlǔ,粗野な
5,催,cuī,催促する
5,摧毁,cuīhuǐ,壊滅させる
5,脆弱,cuìruò,脆い
5,搓,cuō,揉む
5,磋商,cuōshāng,協議する
5,搭配,dāpèi,組み合わせる
5,答辩,dábiàn,答弁する
5,达成,dáchéng,達成する
5,答复,dáfù,回答する
5,打官司,dǎ guānsi,訴訟を起こす
5,打击,dǎjī,打撃を与える
5,打架,dǎ jià,喧嘩する
5,打量,dǎliang,じろじろ見る
5,打猎,dǎ liè,狩りをする
5,打仗,dǎ zhàng,戦争する
5,大不了,dàbuliǎo,せいぜい
5,大臣,dàchén,大臣
5,大伙儿,dàhuǒr,みんな
5,大肆,dàsì,欲しいままに
5,大体,dàtǐ,大体
5,代理,dàilǐ,代理
5,逮捕,dàibǔ,逮捕する
5,怠慢,dàimàn,おろそかにする
5,担,dān,担ぐ
5,担保,dānbǎo,保証する
5,胆怯,dǎnqiè,臆病な
5,诞辰,dànchén,誕生日
5,诞生,dànshēng,誕生する
5,淡季,dànjì,閑散期
5,淡水,dànshuǐ,真水
5,蛋白质,dànbáizhì,タンパク質
5,弹,dàn,弾
5,蛋,dàn,卵
5,当务之急,dāng wù zhī jí,火急の用
5,当选,dāngxuǎn,当選する
5,党,dǎng,党
5,档案,dàng'àn,ファイル
5,档次,dàngcì,グレード
5,导弹,dǎodàn,ミサイル
5,岛,dǎo,島
5,岛屿,dǎoyǔ,島々
5,倒闭,dǎobì,倒産する
5,导向,dǎoxiàng,ガイドする
5,捣乱,dǎo luàn,邪魔する
5,稻谷,dàogǔ,稲
5,盗窃,dàoqiè,盗難
5,得不偿失,dé bù cháng shī,割に合わない
5,得力,délì,有能な
5,得天独厚,dé tiān dú hòu,恵まれた
5,得罪,dézuì,怒らせる
5,灯笼,dēnglong,提灯
5,瞪,dèng,睨む
5,登陆,dēng lù,上陸する
5,登记,dēngjì,登記する
5,堤坝,dībà,堤防
5,滴,dī,滴
5,敌人,dírén,敵
5,提拔,tíbá,抜擢する
5,提炼,tíliàn,精製する
5,提防,dīfang,警戒する
5,提示,tíshì,提示する
5,提议,tíyì,提案する
5,抵抗,dǐkàng,抵抗する
5,抵制,dǐzhì,ボイコットする
5,地步,dìbù,段階
5,递增,dìzēng,漸増する
5,颠簸,diānbǒ,揺れる
5,巅峰,diānfēng,ピーク
5,典型,diǎnxíng,典型的な
5,点缀,diǎnzhuì,装飾する
5,垫,diàn,クッション
5,电源,diànyuán,電源
5,殿,diàn,殿
5,奠定,diàndìng,築く
5,叼,diāo,くわえる
5,雕刻,diāokè,彫刻する
5,吊,diào,吊るす
5,钓,diào,釣る
5,调动,diàodòng,動かす
5,调节,tiáojié,調節する
5,调和,tiáohé,調和させる
5,调剂,tiáojì,調整する
5,调解,tiáojiě,調停する
5,调料,tiáoliào,調味料
5,跌,diē,転ぶ
5,盯,dīng,見つめる
5,定期,dìngqī,定期的な
5,定义,dìngyì,定義
5,丢人,diū rén,恥をかく
5,东道主,dōngdàozhǔ,主催者
5,动荡,dòngdàng,動揺する
5,动机,dòngjī,動機
5,动力,dònglì,動力
5,动脉,dòngmài,動脈
5,动身,dòng shēn,出発する
5,动手,dòng shǒu,手を出す
5,动态,dòngtài,動向
5,动员,dòngyuán,動員する
5,冻,dòng,凍る
5,兜,dōu,ポケット
5,陡峭,dǒuqiào,険しい
5,斗争,dòuzhēng,闘争する
5,豆腐,dòufu,豆腐
5,督促,dūcù,督促する
5,毒品,dúpǐn,麻薬
5,独裁,dúcái,独裁
5,独特,dútè,独特な
5,独立,dúlì,独立
5,睹,dǔ,見る
5,堵塞,dǔsè,渋滞する
5,赌博,dǔbó,博打
5,杜绝,dùjué,根絶する
5,端,duān,端
5,端午节,Duānwǔjié,端午の節句
5,短信,duǎnxìn,ショートメッセージ
5,堆,duī,積み重ねる
5,队列,duìliè,列
5,对策,duìcè,対策
5,对抗,duìkàng,対抗する
5,对联,duìlián,対句
5,对应,duìyìng,対応する
5,对照,duìzhào,照合する
5,兑现,duìxiàn,現金化する
5,蹲,dūn,しゃがむ
5,顿时,dùnshí,たちまち
5,堕落,duòluò,堕落する
5,哆嗦,duōsuo,震える
5,鹅,é,ガチョウ
5,额外,éwài,余分な
5,恶心,ěxin,吐き気がする
5,恶劣,èliè,劣悪な
5,扼杀,èshā,絞め殺す
5,恩怨,ēnyuàn,恩怨
5,发财,fā cái,金持ちになる
5,发呆,fā dāi,ぼんやりする
5,发火,fā huǒ,怒る
5,发挥,fāhuī,発揮する
5,发掘,fājué,発掘する
5,发明,fāmíng,発明する
5,发起,fāqǐ,発起する
5,发射,fāshè,発射する
5,发行,fāxíng,発行する
5,发扬,fāyáng,発揚する
5,发育,fāyù,発育する
5,法人,fǎrén,法人
5,法制,fǎzhì,法制
5,罚款,fákuǎn,罰金
5,法院,fǎyuàn,裁判所
5,翻,fān,ひっくり返す
5,番,fān,回
5,繁殖,fánzhí,繁殖する
5,反驳,fǎnbó,反論する
5,反常,fǎncháng,異常な
5,反感,fǎngǎn,反感を抱く
5,反馈,fǎnkuì,フィードバック
5,反抗,fǎnkàng,反抗する
5,反面,fǎnmiàn,反対面
5,反射,fǎnshè,反射する
5,反思,fǎnsī,反省する
5,反问,fǎnwèn,問い返す
5,反之,fǎnzhī,これに反して
5,范畴,fànchóu,カテゴリー
5,泛滥,fànlàn,氾濫する
5,贩卖,fànmài,販売する
5,繁忙,fánmáng,多忙な
5,繁荣,fánróng,繁栄した
5,方针,fāngzhēn,方針
5,妨碍,fáng'ài,妨げる
5,房地产,fángdìchǎn,不動産
5,仿佛,fǎngfú,まるで〜のようだ
5,放大,fàngdà,拡大する
5,放射,fàngshè,放射する
5,放手,fàng shǒu,手を離す
5,肥,féi,肥えた
5,肥胖,féipàng,肥満
5,匪徒,fěitú,強盗
5,沸腾,fèiténg,沸騰する
5,废除,fèichú,廃止する
5,废墟,fèixū,廃墟
5,分辨,fēnbiàn,区別する
5,分寸,fēncùn,わきまえ
5,分担,fēndān,分担する
5,分隔,fēngé,隔てる
5,分解,fēnjiě,分解する
5,分量,fènliàng,分量
5,分裂,fēnliè,分裂する
5,分泌,fēnmì,分泌する
5,分明,fēnmíng,明白な
5,分配,fēnpèi,分配する
5,分散,fēnsàn,分散する
5,分手,fēn shǒu,別れる
5,分享,fēnxiǎng,分かち合う
5,分析,fēnxī,分析する
5,愤怒,fènnù,怒り
5,丰满,fēngmǎn,豊満な
5,丰收,fēngshōu,豊作
5,风暴,fēngbào,嵐
5,风度,fēngdù,風格
5,风光,fēngguāng,風景
5,风气,fēngqì,風潮
5,风趣,fēngqù,ユーモアのある
5,风土人情,fēngtǔ rénqíng,風土人情
5,封闭,fēngbì,封鎖する
5,封建,fēngjiàn,封建的な
5,封锁,fēngsuǒ,封鎖する
5,峰,fēng,峰
5,锋利,fēnglì,鋭い
5,逢,féng,出遭う
5,奉献,fèngxiàn,捧げる
5,幅度,fúdù,幅
5,辅助,fǔzhù,補助する
5,腐败,fǔbài,腐敗する
5,腐烂,fǔlàn,腐る
5,腐蚀,fǔshí,腐食する
5,腐朽,fǔxiǔ,朽ちる
5,负担,fùdān,負担する
5,赋予,fùyǔ,付与する
5,富裕,fùyù,裕福な
5,副,fù,副
5,覆盖,fùgài,覆う
5,盖,gài,蓋
5,概念,gàiniàn,概念
5,概括,gàikuò,括る
5,概要,gàiyào,概要
5,改良,gǎiliáng,改良する
5,改善,gǎishàn,改善する
5,概,gài,概ね
5,改观,gǎiguān,一変する
5,钙,gài,カルシウム
5,干燥,gānzào,乾燥した
5,干扰,gānrǎo,邪魔する
5,干涉,gānshè,干渉する
5,尴尬,gāngà,きまりが悪い
5,甘心,gānxīn,甘んじる
5,敢于,gǎnyú,勇気を持って〜する
5,感慨,gǎnkǎi,感慨にふける
5,感染,gǎnrǎn,感染する
5,杆,gān,竿
5,肝,gān,肝臓
5,港口,gǎngkǒu,港
5,岗位,gǎngwèi,ポスト
5,杠杆,gànggǎn,レバー
5,高潮,gāocháo,クライマックス
5,高峰,gāofēng,ピーク
5,高明,gāomíng,賢明な
5,高尚,gāoshàng,高潔な
5,搞,gǎo,やる
5,告别,gàobié,別れを告げる
5,告辞,gàocí,辞去する
5,割,gē,切る
5,隔阂,géhé,隔たり
5,隔离,gélí,隔離する
5,各自,gèzì,各自
5,个体,gètǐ,個体
5,个性,gèxìng,個性
5,根,gēn,根
5,根深蒂固,gēn shēn dì gù,根強い
5,根源,gēnyuán,根源
5,耕地,gēngdì,耕地
5,更新,gēngxīn,更新する
5,更正,gēngzhèng,訂正する
5,公安,gōng'ān,公安
5,公关,gōngguān,PR
5,公正,gōngzhèng,公正な
5,功劳,gōngláo,功績
5,功效,gōngxiào,効能
5,攻克,gōngkè,攻略する
5,恭敬,gōngjìng,恭しい
5,贡献,gòngxiàn,貢献する
5,共鸣,gòngmíng,共鳴
5,勾结,gōujié,結託する
5,钩子,gōuzi,フック
5,构思,gòusī,構想
5,孤独,gūdú,孤独な
5,孤立,gūlì,孤立した
5,姑且,gūqiě,とりあえず
5,辜负,gūfù,背く
5,鼓动,gǔdòng,煽動する
5,股份,gǔfèn,株式
5,股票,gǔpiào,株
5,骨干,gǔgàn,屋台骨
5,故乡,gùxiāng,故郷
5,故障,gùzhàng,故障
5,顾虑,gùlǜ,懸念
5,顾问,gùwèn,顧問
5,雇佣,gùyōng,雇用する
5,刮,guā,削る
5,挂,guà,掛ける
5,乖,guāi,おとなしい
5,拐杖,guǎizhàng,杖
5,关照,guānzhào,配慮する
5,官方,guānfāng,公式の
5,观光,guānguāng,観光する
5,观念,guānniàn,観念
5,贯通,guàntōng,貫通する
5,贯彻,guànchè,貫徹する
5,灌溉,guàngài,灌漑する
5,罐,guàn,缶
5,光彩,guāngcǎi,光彩
5,光辉,guānghuī,輝き
5,归根到底,guī gēn dào dǐ,結局のところ
5,归还,guīhuán,返却する
5,规范,guīfàn,規範
5,规格,guīgé,規格
5,规划,guīhuà,計画
5,规章,guīzhāng,規程
5,轨道,guǐdào,軌道
5,贵族,guìzú,貴族
5,跪,guì,跪く
5,棍棒,gùnbàng,こん棒
5,国防,guófáng,国防
5,国务院,guówùyuàn,国務院
5,果断,guǒduàn,果断な
5,过渡,guòdù,過渡
5,过奖,guòjiǎng,褒めすぎ
5,过滤,guòlǜ,濾過する
5,过失,guòshī,過失
5,海拔,hǎibá,海抜
5,海滨,hǎibīn,海辺
5,含糊,hánhu,曖昧な
5,含义,hányì,意味合い
5,寒暄,hánxuān,挨拶する
5,罕见,hǎnjiàn,稀な
5,捍卫,hànwèi,守る
5,行列,hángliè,行列
5,航空,hángkōng,航空
5,豪迈,háomài,豪快な
5,好客,hàokè,もてなしの良い
5,号召,hàozhào,呼びかける
5,耗费,hàofèi,費やす
5,呵,hē,ふー
5,呵欠,hēqiàn,あくび
5,合伙,héhuǒ,共同する
5,合理,hélǐ,合理的な
5,合身,héshēn,サイズが合う
5,合算,hésuàn,割に合う
5,合意,héyì,合意する
5,核心,héxīn,核心
5,恨不得,hènbude,〜したくてたまらない
5,哼,hēng,ふん
5,烘,hōng,焼く
5,轰动,hōngdòng,センセーションを巻き起こす
5,宏伟,hóngwěi,雄大な
5,洪水,hóngshuǐ,洪水
5,吼,hǒu,吠える
5,后勤,hòuqín,ロジスティクス
5,候选,hòuxuǎn,候補
5,忽然,hūrán,突然
5,忽略,hūlüè,軽視する
5,呼吸,hūxī,呼吸する
5,蝴蝶,húdié,蝶
5,胡说,húshuō,でたらめを言う
5,胡同,hútòng,路地
5,湖,hú,湖
5,糊涂,hútu,ぼんやりした
5,户口,hùkǒu,戸籍
5,互助,hùzhù,互助
5,华丽,huálì,華やかな
5,华侨,huáqiáo,華僑
5,化肥,huàféi,化学肥料
5,化石,huàshí,化石
5,化验,huàyàn,検査する
5,化妆,huà zhuāng,化粧する
5,话筒,huàtǒng,マイク
5,怀孕,huái yùn,妊娠する
5,欢乐,huānlè,楽しい
5,环节,huánjié,リンク
5,缓和,huǎnhé,緩和する
5,幻想,huànxiǎng,幻想
5,唤起,huànqǐ,喚起する
5,荒谬,huāngmiù,荒唐無稽な
5,荒凉,huāngliáng,荒涼とした
5,荒唐,huāngtáng,とんでもない
5,皇冠,huángguàn,王冠
5,皇帝,huángdì,皇帝
5,皇后,huánghòu,皇后
5,恍然大悟,huǎng rán dà wù,はたと悟る
5,辉煌,huīhuáng,輝かしい
5,汇报,huìbào,報告する
5,贿赂,huìlù,賄賂を贈る
5,会晤,huìwù,会見する
5,混合,hùnhé,混合する
5,混乱,hùnluàn,混乱する
5,浑身,húnshēn,全身
5,火箭,huǒjiàn,ロケット
5,讥笑,jīxiào,あざ笑う
5,饥饿,jī'è,飢え
5,机动,jīdòng,機動的な
5,机构,jīgòu,機構
5,机灵,jīling,機転が利く
5,机密,jīmì,機密
5,机械,jīxiè,機械
5,机遇,jīyù,チャンス
5,积蓄,jīxù,蓄え
5,极端,jíduān,極端な
5,急功近利,jí gōng jìn lì,目先の利益を追う
5,集体,jítǐ,集団
5,集中,jízhōng,集中する
5,计较,jìjiào,気にする
5,计算,jìsuàn,計算する
5,技能,jìnéng,技能
5,技巧,jìqiǎo,テクニック
5,忌讳,jìhuì,タブー
5,继承,jìchéng,継承する
5,寄托,jìtuō,託す
5,加剧,jiājù,激化する
5,夹子,jiāzi,クリップ
5,佳肴,jiāyáo,馳走
5,家属,jiāshǔ,家族
5,家喻户晓,jiā yù hù xiǎo,誰もが知っている
5,尖锐,jiānruì,鋭い
5,坚定,jiāndìng,堅実な
5,坚决,jiānjué,断固とした
5,坚韧,jiānrèn,粘り強い
5,坚实,jiānshí,堅実な
5,坚硬,jiānyìng,硬い
5,监督,jiāndū,監督する
5,简直,jiǎnzhí,まるで
5,简化,jiǎnhuà,簡略化する
5,检验,jiǎnyàn,検証する
5,间接,jiànjiē,間接的な
5,见解,jiànjiě,見解
5,见闻,jiànwén,見聞
5,溅,jiàn,跳ねる
5,鉴于,jiànyú,〜に鑑みて
5,将,jiāng,〜しようとする
5,将近,jiāngjìn,間近
5,奖励,jiǎnglì,奨励する
5,奖赏,jiǎngshǎng,褒美をやる
5,降临,jiànglín,到来する
5,交款,jiāo kuǎn,支払い
5,交易,jiāoyì,取引
5,焦点,jiāodiǎn,焦点
5,焦急,jiāojí,焦る
5,侥幸,jiǎoxìng,幸運にも
5,缴纳,jiǎonà,納付する
5,结局,jiéjú,結末
5,结晶,jiéjīng,結晶
5,结论,jiélùn,結論
5,结业,jié yè,修了する
5,结账,jié zhàng,会計する
5,解雇,jiěgù,解雇する
5,解放,jiěfàng,解放する
