level,hanzi,pinyin,meaning
3,去,qù,行く
3,热,rè,暑い
3,人,rén,人
3,认识,rènshi,知り合いになる
3,三,sān,3
3,商店,shāngdiàn,店
3,上,shàng,上
3,上午,shàngwǔ,午前
3,少,shǎo,少ない
3,谁,shéi,だれ
3,什么,shénme,何
3,十,shí,10
3,时候,shíhou,時
3,是,shì,〜である
3,书,shū,本
3,水,shuǐ,水
3,水果,shuǐguǒ,果物
3,睡觉,shuìjiào,寝る
3,说话,shuōhuà,話す
3,四,sì,4
3,岁,suì,〜歳
3,太,tài,とても、あまりに〜すぎる
3,天气,tiānqì,天気
3,听,tīng,聞く
3,同学,tóngxué,クラスメート
3,喂,wèi,もしもし
3,我,wǒ,私
3,我们,wǒmen,私たち
3,五,wǔ,5
3,喜欢,xǐhuan,好きだ
3,下,xià,下
3,下午,xiàwǔ,午後
3,下雨,xiàyǔ,雨が降る
3,先生,xiānsheng,〜さん、先生、夫
3,現在,xiànzài,今
3,想,xiǎng,〜したい、思う
3,小,xiǎo,小さい
3,小姐,xiǎojiě,お嬢さん
3,些,xiē,いくつかの
3,写,xiě,書く
3,谢谢,xièxie,ありがとう
3,星期,xīngqī,週、曜日
3,学生,xuésheng,学生
3,学习,xuéxí,勉強する
3,学校,xuéxiào,学校
3,一,yī,1
3,一点儿,yìdiǎnr,少し
3,衣服,yīfu,服
3,医生,yīshēng,医者
3,医院,yīyuàn,病院
3,椅子,yǐzi,椅子
3,有,yǒu,ある、持っている
3,月,yuè,月
3,在,zài,〜にいる、〜にある
3,再见,zàijiàn,さようなら
3,怎么,zěnme,どうやって、どのように
3,怎么样,zěnmeyàng,どうですか
3,这,zhè,これ、ここ
3,中国,Zhōngguó,中国
3,中午,zhōngwǔ,お昼
3,住,zhù,住む
3,桌子,zhuōzi,机
3,字,zì,文字
3,昨天,zuótiān,昨日
3,坐,zuò,座る
3,做,zuò,する、作る
3,吧,ba,(文末に用いて提案・推測・同意を表す)
3,白,bái,白い
3,百,bǎi,百
3,帮助,bāngzhù,助ける
3,报纸,bàozhǐ,新聞
3,比,bǐ,〜より（比較）
3,别,bié,〜するな
3,长,cháng,長い
3,唱歌,chànggē,歌を歌う
3,出,chū,出る
3,穿,chuān,着る
3,次,cì,〜回
3,从,cóng,〜から
3,错,cuò,間違い
3,打篮球,dǎ lánqiú,バスケットボールをする
3,大家,dàjiā,みんな
3,到,dào,到着する
3,得,de,(動詞や形容詞の後に用いて程度・結果を表す)
3,等,děng,待つ
3,弟弟,ìdi,弟
3,第一,dì-yī,第一
3,懂,dǒng,わかる
3,对,duì,正しい、〜に対して
3,对,duì,対の、ペアの
3,房间,fángjiān,部屋
3,非常,fēicháng,非常に
3,服务员,fúwùyuán,店員、サービス係
3,高,gāo,高い
3,告诉,gàosu,教える
3,哥哥,gēge,兄
3,给,gěi,与える、〜に
3,公共汽车,gōnggòng qìchē,バス
3,公司,gōngsī,会社
3,狗,gǒu,犬
3,贵,guì,高い（値段）
3,过,guò,過ぎる、〜したことがある
3,还,hái,まだ、さらに
3,孩子,háizi,子供
3,好吃,hǎochī,おいしい
3,黑,hēi,黒い
3,红,hóng,赤い
3,欢迎,huānyíng,歓迎する
3,回答,huídá,答える
3,火车站,huǒchēzhàn,鉄道の駅
3,鸡蛋,jīdàn,鶏の卵
3,件,jiàn,〜件（用事）、〜着（服）
3,教室,jiàoshì,教室
3,姐姐,jiějiě,姉
3,介绍,jièshào,紹介する
3,进,jìn,入る
3,近,jìn,近い
3,就,jiù,すぐに、まさに
3,咖啡,kāfēi,コーヒー
3,开始,kāishǐ,始まる
3,考试,kǎoshì,試験
3,可能,kěnéng,かもしれない
3,可以,kěyǐ,〜できる
3,课,kè,授業
3,快,kuài,速い、急いで
3,快乐,kuàilè,楽しい
3,累,lèi,疲れた
3,离,lí,〜から（距離）
3,两,liǎng,2（数量）
3,路,lù,道
3,旅游,lǚyóu,旅行する
3,卖,mài,売る
3,慢,màn,遅い
3,忙,máng,忙しい
3,每,měi,毎〜
3,妹妹,mèimei,妹
3,门,mén,門、ドア
3,面条,miàntiáo,麺
3,男,nán,男
3,您,nín,あなた（敬称）
3,牛奶,niúnǎi,牛乳
3,女,nǚ,女
3,旁边,pángbiān,そば、隣
3,跑步,pǎobù,走る、ジョギング
3,便宜,piányi,安い
3,票,piào,チケット
3,妻子,qīzi,妻
3,起床,qǐchuáng,起きる
3,千,qiān,千
3,铅笔,qiānbǐ,鉛筆
3,晴,qíng,晴れた
3,去年,qùnián,昨年
3,让,ràng,〜させる
3,日,rì,日
3,上班,shàngbān,出勤する
3,身体,shēntǐ,体、健康
3,生病,shēngbìng,病気になる
3,生日,shēngrì,誕生日
3,时间,shíjiān,時間
3,事情,shìqing,事、事柄
3,手表,shǒubiǎo,腕時計
3,手机,shǒujī,携帯電話
3,说话,shuōhuà,話す
3,送,sòng,送る、贈る
3,虽然,suīrán,〜だけれども
3,但是,dànshì,しかし
3,它,tā,それ
3,踢足球,tī zúqiú,サッカーをする
3,题,tí,問題（試験など）
3,跳舞,tiàowǔ,踊る
3,外,wài,外
3,完,wán,終わる
3,玩,wán,遊ぶ
3,晚上,wǎnshang,晩、夜
3,为什么,wèishénme,なぜ
3,问,wèn,問う、尋ねる
3,问题,wèntí,問題、質問
3,西瓜,xīguā,スイカ
3,希望,xīwàng,希望する
3,洗,xǐ,洗う
3,小时,xiǎoshí,〜時間
3,笑,xiào,笑う
3,新,xīn,新しい
3,姓,xìng,姓（苗字）
3,休息,xiūxi,休憩する
3,雪,xuě,雪
3,颜色,yánsè,色
3,眼睛,yǎnjing,目
3,羊肉,yángròu,羊の肉
3,药,yào,薬
3,要,yào,欲しい、〜するつもりだ
3,也,yě,〜もまた
3,一下,yíxià,ちょっと〜する
3,一起,yìqǐ,一緒に
3,已经,yǐjīng,すでに
3,意思,yìsi,意味
3,因为,yīnwèi,なぜなら
3,所以,suǒyǐ,だから
3,阴,yīn,曇りの
3,游泳,yóuyǒng,泳ぐ
3,右边,yòubian,右側
3,鱼,yú,魚
3,远,yuǎn,遠い
3,运动,yùndòng,運動する
3,再,zài,再び
3,早上,zǎoshang,朝
3,丈夫,zhàngfu,夫
3,找,zhǎo,探す
3,着,zhe,(動作の継続・状態を表す)
3,真,zhēn,本当に
3,正在,zhèngzài,今〜しているところだ
3,知道,zhīdào,知っている
3,准备,zhǔnbèi,準備する
3,走,zǒu,歩く、去る
3,最,zuì,もっとも
3,左边,zuǒbian,左側
3,阿姨,āyí,おばさん、家政婦
3,啊,a,(感嘆・強調)
3,矮,ǎi,低い（背が）
3,爱好,àihào,趣味
3,安静,ānjìng,静かだ
3,把,bǎ,〜を（処置）
3,搬,bān,運ぶ
3,班,bān,クラス
3,办法,bànfǎ,方法
3,办公室,bàngōngshì,事務室
3,半,bàn,半分
3,帮忙,bāngmáng,助ける
3,包,bāo,包み、バッグ
3,饱,bǎo,お腹がいっぱいだ
3,北方,běifāng,北方
3,被,bèi,〜される（受身）
3,鼻子,bízi,鼻
3,比较,bǐjiào,比較的
3,比赛,bǐsài,試合
3,笔记本,bǐjìběn,ノート、ノートPC
3,必须,bìxū,必ず〜しなければならない
3,变化,biànhuà,変化
3,别人,biéren,他の人
3,宾馆,bīnguǎn,ホテル
3,冰箱,bīngxiāng,冷蔵庫
3,不但,búdàn,〜だけでなく
3,而且,érqiě,しかも
3,菜单,càidān,メニュー
3,参加,cānjiā,参加する
3,草,cǎo,草
3,层,céng,〜階
3,差,chà,劣る、足りない
3,超市,chāoshì,スーパーマーケット
3,衬衫,chènshān,シャツ
3,成绩,chéngjì,成績
3,城市,chéngshì,都市
3,迟到,chídào,遅刻する
3,除了,chúle,〜を除いて
3,出现,chūxiàn,現れる
3,春,chūn,春
3,词典,cídiǎn,辞典
3,聪明,cōngming,頭が良い
3,打扫,dǎsǎo,掃除する
3,打算,dǎsuan,〜するつもりだ
3,带,dài,持つ、連れる
3,担心,dānxīn,心配する
3,蛋糕,dàngāo,ケーキ
3,当然,dāngrán,もちろんだ
3,灯,dēng,灯り
3,低,dī,低い
3,地,de,(副詞化語尾)
3,地方,dìfang,場所
3,地铁,dìtiě,地下鉄
3,地图,dìtú,地図
3,电梯,diàntī,エレベーター
3,电子邮件,diànzǐ yóujiàn,メール
3,东,dōng,東
3,冬,dōng,冬
3,动物,dòngwù,動物
3,短,duǎn,短い
3,段,duàn,〜段、区切り
3,锻炼,duànliàn,鍛える
3,多么,duōme,なんと
3,饿,è,お腹が空いた
3,而且,érqiě,さらに
3,耳朵,ěrduo,耳
3,发,fā,送る、出す
3,发烧,fāshāo,熱が出る
3,发现,fāxiàn,発見する
3,方便,fāngbiàn,便利だ
3,放心,fàngxīn,安心する
3,分,fēn,分、点
3,复习,fùxí,復習する
3,干净,gānjìng,清潔だ
3,敢,gǎn,敢えて〜する
3,感冒,gǎnmào,風邪をひく
3,刚才,gāngcái,さきほど
3,根据,gēnjù,〜に基づき
3,跟,gēn,〜と、〜について
3,更,gèng,さらに
3,公园,gōngyuán,公園
3,故事,gùshi,物語
3,刮风,guā fēng,風が吹く
3,关,guān,閉める
3,关系,guānxi,関係
3,关心,guānxīn,関心を持つ
3,关于,guānyú,〜について
3,国家,guójiā,国家
3,果汁,guǒzhī,ジュース
3,过去,guòqù,過去
3,害怕,hàipà,怖がる
3,河,hé,川
3,黑板,hēibǎn,黒板
3,护照,hùzhào,パスポート
3,花,huā,花、費やす
3,花园,huāyuán,庭
3,画,huà,描く
3,坏,huài,悪い
3,环境,huánjìng,環境
3,换,huàn,交換する
3,黄,huáng,黄色
3,会议,huìyì,会議
3,或者,huòzhě,または
3,几乎,jīhū,ほとんど
3,机会,jīhuì,機会
3,极,jí,極めて
3,记得,jìde,覚えている
3,季节,jìjié,季節
3,检查,jiǎnchá,検査する
3,简单,jiǎndān,簡単だ
3,健康,jiànkāng,健康だ
3,讲,jiǎng,話す、講義する
3,角,jiǎo,角、毛
3,脚,jiǎo,足
3,街道,jiēdào,通り
3,节目,jiémù,番組
3,节日,jiérì,祝日
3,结婚,jiéhūn,結婚する
3,结束,jiéshù,終わる
3,解决,jiějué,解決する
3,借,jiè,借りる、貸す
3,经常,jīngcháng,いつも
3,经理,jīnglǐ,マネージャー
3,久,jiǔ,長い時間
3,旧,jiù,古い
3,句子,jùzi,文
3,决定,juédìng,決定する
3,可爱,kě'ài,かわいい
3,渴,kě,喉が渇いた
3,刻,kè,15分
3,客人,kèrén,客
3,空调,kōngtiáo,エアコン
3,口,kǒu,口、〜人
3,哭,kū,泣く
3,裤子,kùzi,ズボン
3,筷子,kuàizi,箸
3,蓝,lán,青
3,礼物,lǐwù,プレゼント
3,历史,lìshǐ,歴史
3,脸,liǎn,顔
3,练习,liànxí,練習する
3,辆,liàng,〜台（車両）
3,聊天,liáotiān,おしゃべりする
3,了解,liǎojiě,理解する
3,邻居,línjū,隣人
3,留学,liú xué,留学する
3,楼,lóu,建物、階
3,绿,lǜ,緑
3,马,mǎ,馬
3,马上,mǎshàng,すぐに
3,满意,mǎnyì,満足する
3,帽子,màozi,帽子
3,米,mǐ,メートル、米
3,面包,miànbāo,パン
3,明白,míngbai,理解する
3,拿,ná,持つ
3,奶奶,nǎinai,祖母
3,南,nán,南
3,难,nán,難しい
3,难过,nánguò,悲しい
3,年级,niánjí,学年
3,年轻,niánqīng,若い
3,鸟,niǎo,鳥
3,努力,nǔlì,努力する
3,爬山,pá shān,山に登る
3,盘子,pánzi,皿
3,胖,pàng,太っている
3,皮鞋,píxié,革靴
3,啤酒,píjiǔ,ビール
3,普通话,pǔtōnghuà,標準中国語
3,其实,qíshí,実は
3,其他,qítā,その他
3,奇怪,qíguài,奇妙だ
3,骑,qí,（馬や自転車に）乗る
3,起飞,qǐfēi,離陸する
3,起来,qǐlái,起き上がる、〜し始める
3,清楚,qīngchu,はっきりしている
3,请假,qǐng jià,休暇を願い出る
3,秋,qiū,秋
3,裙子,qúnzi,スカート
3,然后,ránhòu,それから
3,热情,rèqíng,親切だ、情熱的だ
3,认为,rènwéi,〜と思う
3,认真,rènzhēn,真面目だ
3,容易,róngyì,簡単だ
3,如果,rúguǒ,もし
3,伞,sǎn,傘
3,上网,shàng wǎng,ネットをする
3,世界,shìjiè,世界
3,试,shì,試す
3,瘦,shòu,痩せている
3,叔叔,shūshu,おじさん
3,舒服,shūfu,心地よい
3,树,shù,樹
3,数学,shùxué,数学
3,刷牙,shuā yá,歯を磨く
3,双,shuāng,双、ペア
3,水平,shuǐpíng,レベル、水準
3,司机,sījī,運転手
3,虽然,suīrán,〜だが
3,太阳,tàiyáng,太陽
3,糖,táng,糖、飴
3,特别,tèbié,特に
3,疼,téng,痛い
3,提高,tígāo,向上させる
3,体育,tǐyù,体育
3,甜,tián,甘い
3,条,tiáo,〜本、〜条
3,同事,tóngshì,同僚
3,同意,tóngyì,同意する
3,头发,tóufa,髪の毛
3,突然,tūrán,突然だ
3,图书馆,túshūguǎn,図書館
3,腿,tuǐ,足（脚）
3,完成,wánchéng,完成する
3,碗,wǎn,碗、皿
3,万,wàn,万
3,忘记,wàngjì,忘れる
3,为,wèi,〜のために
3,为了,wèile,〜のために
3,位,wèi,〜名（敬称）
3,文化,wénhuà,文化
3,西,xī,西
3,习惯,xíguàn,習慣、慣れる
3,洗手间,xǐshǒujiān,トイレ
3,洗澡,xǐ zǎo,入浴する
3,夏,xià,夏
3,先,xiān,先に
3,相信,xiāngxìn,信じる
3,香蕉,xiāngjiāo,バナナ
3,像,xiàng,似ている
3,小心,xiǎoxīn,注意する
3,校长,xiàozhǎng,校長
3,新闻,xīnwén,ニュース
3,新鲜,xīnxiān,新鮮だ
3,信用卡,xìnyòngkǎ,クレジットカード
3,行李箱,xínglixiāng,スーツケース
3,熊猫,xióngmāo,パンダ
3,需要,xūyào,必要だ
3,选择,xuǎnzé,選択する
3,眼镜,yǎnjìng,メガネ
3,要求,yāoqiú,要求する
3,爷爷,yéye,祖父
3,一定,yídìng,必ず
3,一共,yígòng,全部で
3,一会儿,yìhuìr,しばらく
3,一样,yíyàng,同じだ
3,一直,yìzhí,ずっと
3,以后,yǐhòu,以後
3,以前,yǐqián,以前
3,以为,yǐwéi,〜と思い込む
3,音乐,yīnyuè,音楽
3,银行,yínháng,銀行
3,饮料,yǐnliào,飲み物
3,应该,yīnggāi,〜すべきだ
3,影响,yǐngxiǎng,影響する
3,用,yòng,使う
3,游戏,yóuxì,ゲーム
3,有名,yǒumíng,有名だ
3,又,yòu,また、さらに
3,遇到,yùdào,遭遇する
3,元,yuán,元（通貨単位）
3,愿意,yuànyì,〜したい、承知する
3,越,yuè,ますます
3,月亮,yuèliang,月
3,云,yún,雲
3,站,zhàn,立つ、駅
3,着急,zháojí,焦る
3,照顾,zhàogù,世話をする
3,照片,zhàopiàn,写真
3,照相机,zhàoxiàngjī,カメラ
3,只,zhǐ,ただ〜だけ
3,只有,zhǐyǒu,〜だけがある
3,中间,zhōngjiān,中間
3,中文,Zhōngwén,中国語
3,终于,zhōngyú,ついに
3,种,zhǒng,種類
3,重要,zhòngyào,重要だ
3,周末,zhōumò,週末
3,主要,zhǔyào,主要だ
3,注意,zhùyì,注意する
3,字典,zìdiǎn,字典
3,自己,zìjǐ,自分
3,总是,zǒngshì,いつも
3,最近,zuìjìn,最近
3,作业,zuòyè,宿題
3,请问,qǐngwèn,お尋ねしますが
3,谢谢你,xièxie nǐ,ありがとう
3,很高兴认识你,hěn gāoxìng rènshi nǐ,お会いできてうれしいです
