level,hanzi,pinyin,meaning
2,七,qī,7
2,钱,qián,お金
2,前面,qiánmiàn,前
2,请,qǐng,どうぞ〜してください
2,去,qù,行く
2,热,rè,暑い
2,人,rén,人
2,认识,rènshi,知り合いになる
2,三,sān,3
2,商店,shāngdiàn,店
2,上,shàng,上
2,上午,shàngwǔ,午前
2,少,shǎo,少ない
2,谁,shéi,だれ
2,什么,shénme,何
2,十,shí,10
2,时候,shíhou,時
2,是,shì,〜である
2,书,shū,本
2,水,shuǐ,水
2,水果,shuǐguǒ,果物
2,睡觉,shuìjiào,寝る
2,说话,shuōhuà,話す
2,四,sì,4
2,岁,suì,〜歳
2,太,tài,とても、あまりに〜すぎる
2,天气,tiānqì,天気
2,听,tīng,聞く
2,同学,tóngxué,クラスメート
2,喂,wèi,もしもし
2,我,wǒ,私
2,我们,wǒmen,私たち
2,五,wǔ,5
2,喜欢,xǐhuan,好きだ
2,下,xià,下
2,下午,xiàwǔ,午後
2,下雨,xiàyǔ,雨が降る
2,先生,xiānsheng,〜さん、先生、夫
2,现在,xiànzài,今
2,想,xiǎng,〜したい、思う
2,小,xiǎo,小さい
2,小姐,xiǎojiě,お嬢さん
2,些,xiē,いくつかの
2,写,xiě,書く
2,谢谢,xièxie,ありがとう
2,星期,xīngqī,週、曜日
2,学生,xuésheng,学生
2,学習,xuéxí,勉強する
2,学校,xuéxiào,学校
2,一,yī,1
2,一点儿,yìdiǎnr,少し
2,衣服,yīfu,服
2,医生,yīshēng,医者
2,医院,yīyuàn,病院
2,椅子,yǐzi,椅子
2,有,yǒu,ある、持っている
2,月,yuè,月
2,在,zài,〜にいる、〜にある
2,再见,zàijiàn,さようなら
2,怎么,zěnme,どうやって、どのように
2,怎么样,zěnmeyàng,どうですか
2,这,zhè,これ、ここ
2,中国,Zhōngguó,中国
2,中午,zhōngwǔ,お昼
2,住,zhù,住む
2,桌子,zhuōzi,机
2,字,zì,文字
2,昨天,zuótiān,昨日
2,坐,zuò,座る
2,做,zuò,する、作る
2,吧,ba,(文末に用いて提案・推測・同意を表す)
2,白,bái,白い
2,百,bǎi,百
2,帮助,bāngzhù,助ける
2,报纸,bàozhǐ,新聞
2,比,bǐ,〜より（比較）
2,别,bié,〜するな
2,长,cháng,長い
2,唱歌,chànggē,歌を歌う
2,出,chū,出る
2,穿,chuān,着る
2,次,cì,〜回
2,从,cóng,〜から
2,错,cuò,間違い
2,打篮球,dǎ lánqiú,バスケットボールをする
2,大家,dàjiā,みんな
2,到,dào,到着する
2,得,de,(動詞や形容詞の後に用いて程度・結果を表す)
2,等,děng,待つ
2,弟弟,dìdi,弟
2,第一,dì-yī,第一
2,懂,dǒng,わかる
2,对,duì,正しい、〜に対して
2,対,duì,対の、ペアの
2,房间,fángjiān,部屋
2,非常,fēicháng,非常に
2,服务员,fúwùyuán,店員、サービス係
2,高,gāo,高い
2,告诉,gàosu,教える
2,哥哥,gēge,兄
2,给,gěi,与える、〜に
2,公共汽车,gōnggòng qìchē,バス
2,公司,gōngsī,会社
2,狗,gǒu,犬
2,贵,guì,高い（値段）
2,过,guò,過ぎる、〜したことがある
2,还,hái,まだ、さらに
2,孩子,háizi,子供
2,好吃,hǎochī,おいしい
2,黑,hēi,黒い
2,红,hóng,赤い
2,欢迎,huānyíng,歓迎する
2,回答,huídá,答える
2,火车站,huǒchēzhàn,鉄道の駅
2,鸡蛋,jīdàn,鶏の卵
2,件,jiàn,〜件（用事）、〜着（服）
2,教室,jiàoshì,教室
2,姐姐,jiějiě,姉
2,介绍,jièshào,紹介する
2,进,jìn,入る
2,近,jìn,近い
2,就,jiù,すぐに、まさに
2,咖啡,kāfēi,コーヒー
2,開始,kāishǐ,始まる
2,考试,kǎoshì,試験
2,可能,kěnéng,かもしれない
2,可以,kěyǐ,〜できる
2,课,kè,授業
2,快,kuài,速い、急いで
2,快乐,kuàilè,楽しい
2,累,lèi,疲れた
2,离,lí,〜から（距離）
2,两,liǎng,2（数量）
2,路,lù,道
2,旅游,lǚyóu,旅行する
2,卖,mài,売る
2,慢,màn,遅い
2,忙,máng,忙しい
2,每,měi,毎〜
2,妹妹,mèimei,妹
2,门,mén,門、ドア
2,面条,miàntiáo,麺
2,男,nán,男
2,您,nín,あなた（敬称）
2,牛奶,niúnǎi,牛乳
2,女,nǚ,女
2,旁边,pángbiān,そば、隣
2,跑步,pǎobù,走る、ジョギング
2,便宜,piányi,安い
2,票,piào,チケット
2,妻子,qīzi,妻
2,起床,qǐchuáng,起きる
2,千,qiān,千
2,铅笔,qiānbǐ,鉛筆
2,晴,qíng,晴れた
2,去年,qùnián,昨年
2,让,ràng,〜させる
2,日,rì,日
2,上班,shàngbān,出勤する
2,身体,shēntǐ,体、健康
2,生病,shēngbìng,病気になる
2,生日,shēngrì,誕生日
2,时间,shíjiān,時間
2,事情,shìqing,事、事柄
2,手表,shǒubiǎo,腕時計
2,手机,shǒujī,携帯電話
2,说话,shuōhuà,話す
2,送,sòng,送る、贈る
2,虽然,suīrán,〜だけれども
2,但是,dànshì,しかし
2,它,tā,それ
2,踢足球,tī zúqiú,サッカーをする
2,题,tí,問題（試験など）
2,跳舞,tiàowǔ,踊る
2,外,wài,外
2,完,wán,終わる
2,玩,wán,遊ぶ
2,晚上,wǎnshang,晩、夜
2,为什么,wèishénme,なぜ
2,问,wèn,問う、尋ねる
2,问题,wèntí,問題、質問
2,西瓜,xīguā,スイカ
2,希望,xīwàng,希望する
2,洗,xǐ,洗う
2,小时,xiǎoshí,〜時間
2,笑,xiào,笑う
2,新,xīn,新しい
2,姓,xìng,姓（苗字）
2,休息,xiūxi,休憩する
2,雪,xuě,雪
2,颜色,yánsè,色
2,眼睛,yǎnjing,目
2,羊肉,yángròu,羊の肉
2,药,yào,薬
2,要,yào,欲しい、〜するつもりだ
2,也,yě,〜もまた
2,一下,yíxià,ちょっと〜する
2,一起,yìqǐ,一緒に
2,已经,yǐjīng,すでに
2,意思,yìsi,意味
2,因为,yīnwèi,なぜなら
2,所以,suǒyǐ,だから
2,阴,yīn,曇りの
2,游泳,yóuyǒng,泳ぐ
2,右边,yòubian,右側
2,鱼,yú,魚
2,远,yuǎn,遠い
2,运动,yùndòng,運動する
2,再,zài,再び
2,早上,zǎoshang,朝
2,丈夫,zhàngfu,夫
2,找,zhǎo,探す
2,着,zhe,(動作の継続・状態を表す)
2,真,zhēn,本当に
2,正在,zhèngzài,今〜しているところだ
2,知道,zhīdào,知っている
2,准备,zhǔnbèi,準備する
2,走,zǒu,歩く、去る
2,最,zuì,もっとも
2,左边,zuǒbian,左側
2,请问,qǐngwèn,お尋ねしますが
2,谢谢你,xièxie nǐ,ありがとう
2,很高兴认识你,hěn gāoxìng rènshi nǐ,お会いできてうれしいです
